id,language,prompt,domain
gpt-92,ts,Xana tinyoxi ti hlengeleta yini eka swiluva?,animals
gpt-93,ts,Hi xihi xiharhi xa misava lexi hatlisaka ngopfu?,animals
gpt-94,ts,Hi xihi xiharhi lexi tivekaka hi swirhumbana swa xona naswona xi hanyaka emananga?,animals
gpt-95,ts,Hi xihi xikombiso xa xinyenyana lexi kotaka ku hlambela kambe xi nga swi koti ku haha?,animals
gpt-96,ts,Hi xihi xihadyana lexi hahaka lexi tivekaka hi ku cinca muhlovo wa nhlonge ya xona leswaku xi fambisana ni ndhawu leyi xi xi rhendzeleke?,animals
gpt-97,ts,Hi xihi xiharhi lexi nga ni nhamu yo leha swinene naswona xi tiveka hi ku fikelela matluka lama tlakukeke emirhini?,animals
gpt-98,ts,Hi xihi xinyenyana lexi tivekaka hi tinsiva ta xona ta mivalavala ni vuswikoti bya xona byo tekelela mimpfumawulo ya vanhu?,animals
gpt-99,ts,Hi xihi xihadyana lexitsongo lexi mamisaka nivusiku lexi tivekaka hi ku lenga-lenga xi langute ehansi emirhini?,animals
gpt-100,ts,Hi yihi kati leyikulu swinene naswona yitiveka hi swirhendzevutani swa yona swo hlawuleka swa ntima na orenji?,animals
lmsys-1,ts,I mani muungameri wo sungula wa Brazil?,none
lmsys-2,ts,Xana ntsindza wa Furwa i yini?,none
lmsys-3,ts,I yini lexi tikaka ku tlula: tikhilogiramu timbirhi ta tinsiva kumbe khilogiramu yin’we ya switina?,none
lmsys-4,ts,Xana a ku ri mani Presidente wa tiko ra United States hi 2013?,none
lmsys-5,ts,"Loko makumu ya xiphemu xa layini ya ri (2, -2) na (10, -2), xana ku leha ka xiphemu lexi i yini?",none
lmsys-6,ts,Xana ntsindza wa Tanzania i yini?,none
lmsys-7,ts,Xana i yini swimbirhi ku engeteriwa swimbirhi?,none
lmsys-8,ts,Xana rimitsu ra xikwere ra 121 i yini?,none
lmsys-9,ts,Xana banana i yini?,none
lmsys-10,ts,I yini swinharhu eka matimba ya ntlhanu?,none
lmsys-11,ts,"Ku ni swinyenyana swa khume emurhini. Loko yin’we yi haha ​​yi famba, i vangani lava saleke emurhini?",none
lmsys-12,ts,Xana ku ni tipulanete tingani eka fambiselo ra dyambu?,none
lmsys-13,ts,Hi yihi ntshava leyi tlakukeke swinene eJapani?,none
lmsys-14,ts,"Loko a wu ri eka mphikizano ivi u hundza munhu loyi a nga eka xiyimo xa vumbirhi, xana a wu ta va u ri endhawini yihi sweswi?",none
lmsys-15,ts,Xana tikati ti ni tintiho?,none
lmsys-16,ts,Xana xibakabaka i xa muvala wihi?,none
lmsys-17,ts,I mani munhu wo sungula ku va en’wetini?,none
lmsys-18,ts,Loko x+y = 8 na (x/2) = 3 kutani hi yihi mimpimo ya x na y?,none
lmsys-19,ts,I yini khume ntlhanu eka matimba ya vambirhi?,none
lmsys-20,ts,Xana ntsindza wa Jarimani i yini?,none
lmsys-21,ts,Xana movha wa rihlaza i wa muvala wihi?,none
lmsys-22,ts,I mani holobye-nkulu wo sungula wa le Indiya?,none
lmsys-23,ts,Hi xihi xiharhi lexi nga tsutsumaka hi rivilo: xifuwo kumbe mbyana?,none
lmsys-24,ts,Xana sine ya 180 degrees i yini?,none
lmsys-25,ts,"Hi lembe ra 2020, hi rihi tiko leri nga ni vaaki vo tala?",none
lmsys-26,ts,Xana Xihondzo xa Eiffel xi lehe ku fikela kwihi?,none
lmsys-27,ts,Xana mbyana i yini?,none
lmsys-28,ts,"Loko movha wu famba tikhilomitara ta 120 hi tiawara timbirhi, xana rivilo ra wona ra le xikarhi hi tikhilomitara hi awara i rihi?",none
lmsys-29,ts,Xana i yini yin’we ku engeteriwa timbirhi ku susiwa tinharhu ku engeteriwa mune ku susiwa ntlhanu?,none
lmsys-30,ts,Xana ntsindza wa le Indiya i yini?,none
lmsys-31,ts,Hi tihi tinomboro ta nkombo to sungula ta prime?,none
lmsys-32,ts,Xana apula i yini?,none
lmsys-33,ts,Xana huku yi na milenge yingani?,none
lmsys-34,ts,Xana ntsindza wa Brazil i yini?,none
lmsys-35,ts,Xana rimitsu ra xikwere ra swimbirhi i yini?,none
lmsys-36,ts,I mani holobye-nkulu wa Australia hi 2017?,none
lmsys-37,ts,Hi xihi xipano lexi nga hlula eka Khapu ya Misava ya Bolo ya Milenge hi 2018?,none
lmsys-38,ts,Xana one plus one i yini?,none
lmsys-39,ts,I mani muungameri wa tiko ra Poland hi 2016?,none
lmsys-40,ts,I mani muungameri wo sungula wa tiko ra United States?,none
lmsys-41,ts,Xana ntlhanu i nomboro ya nkoka?,none
lmsys-42,ts,"Loko namuntlha ku ri Ravumbirhi, xana siku leri landzelaka mundzuku i siku rihi?",none
lmsys-43,ts,"Loko murimi a ri na tinyimpfu ta khume-nkombo naswona hinkwato ti fa handle ka nhungu, xana ku sala tingani?",none
lmsys-44,ts,"Loko 2x+1=x, xana x i yini?",none
lmsys-45,ts,Xana Paris yi kwihi eYuropa?,none
lmsys-46,ts,Xana ntlhantlho wa 2x+1 = 0 i yini?,none
lmsys-47,ts,Xana i yini nhungu ku engetela khume?,none
lmsys-48,ts,"Hi yihi nhlayo leyikulu: makume mbirhi, makume nharhu mune kumbe makume nharhu n'we?",none
lmsys-49,ts,Xana ntsindza wa le Chayina i yini?,none
lmsys-50,ts,Xana vayolini leyi tolovelekeke yi ni tintambhu tingani?,none
lmsys-51,ts,Xana ntlhantlho wa (3/2)*x + 1 = 0 i yini?,none
lmsys-52,ts,Xana nhlayo ya tinomboro hinkwato ku suka eka ntlhanu ku ya eka khume i yini?,none
lmsys-53,ts,"Loko ndzi hlanganisa pende yo tshwuka ni ya wasi ivi ndzi penda rirhangu ra mina, xana muvala wa rirhangu ra mina wu ta va wihi?",none
lmsys-54,ts,Hi xihi lexi tikaka ngopfu: khilogiramu yin’we ya nsimbi kumbe khilogiramu yin’we ya khotoni?,none
lmsys-55,ts,Xana rimitsu ra xikwere ra dzana i yini?,none
lmsys-56,ts,I yini lexi phindhiweke kanharhu ka nkombo?,none
lmsys-57,ts,I mani muungameri wa Furwa hi 2013?,none
lmsys-58,ts,Xana 3+3*5 i yini?,none
lmsys-59,ts,Xana lembe ra 2000 a ri ri lembe lerikulu?,none
lmsys-60,ts,Hi yihi pulanete ya vuntlhanu ku suka eka dyambu eka fambiselo ra hina ra dyambu?,none
lmsys-61,ts,Xana kati i yini?,none
lmsys-62,ts,Xana misava yi ri xiphepherhele?,none
lmsys-63,ts,Hi yihi ntshava leyi tlakukeke swinene emisaveni?,none
lmsys-64,ts,"Loko x + y = 10 na x - y = 2, xana x na y i yini?",none
lmsys-65,ts,Xana nghala i yini?,none
lmsys-66,ts,Xana ndzi kuma muvala wa muxaka muni hi ku hlanganisa muhlovo wo tshwuka na wa wasi?,none
lmsys-67,ts,Xana timbeva ti dya yini?,none
lmsys-68,ts,Xana nhlayo ya x i yini loko 5x + 3 = 23?,none
lmsys-69,ts,Xana rimitsu ra xikwere ra 144 eka nomboro leyi heleleke ya le kusuhi i yini?,none
lmsys-70,ts,Hi wahi matiko mambirhi eAmerika Dzonga lama nga riki na ndzilakano na Brazil?,none
lmsys-71,ts,Xana hanci i yini?,none
lmsys-72,ts,Hi rihi lwandle lerikulu swinene emisaveni?,none
lmsys-73,ts,Xana Llama i yini?,none
lmsys-74,ts,Hi xihi xiharhi lexikulu ku tlula hinkwaswo emisaveni?,none
lmsys-75,ts,Xana ntsindza wa Sweden i yini?,none
lmsys-76,ts,Xana va-vegan va dya tinhlampfi?,none
lmsys-77,ts,I yini lexikulu: dyambu kumbe n’weti?,none
lmsys-78,ts,Xana 2 + 2 * 3 i yini?,none
lmsys-79,ts,Xana hanci yo basa yi ni muvala wihi?,none
lmsys-80,ts,Xana ntsindza wa Italy i yini?,none
lmsys-81,ts,Xana ntsindza wa Netherlands i yini?,none
lmsys-82,ts,Xana ti- penguin ti nga ha haha?,none
lmsys-83,ts,I swikwere swingani swa ntima leswi nga eka bodo ya chess?,none
lmsys-84,ts,"Loko 2x + 5 = 15, xana x i yini?",none
lmsys-85,ts,Xana ntsindza wa Australia i yini?,none
lmsys-86,ts,Hi yihi pulanete ya vumbirhi ku suka eka dyambu eka fambiselo ra hina ra dyambu?,none
lmsys-87,ts,Xana vanhu vambirhi ni tikati ta ntlhanu ti ni milenge yingani loko ti hlanganisiwa hinkwato?,none
lmsys-88,ts,Xana Xihondzo xa Eiffel xi kumeka eka doroba rihi?,none
lmsys-89,ts,Xana makume mbirhi nkombo i nomboro ya nkoka?,none
lmsys-90,ts,I mani Presidente wa United States hi 1955?,none
lmsys-91,ts,Xana timbyana leti tolovelekeke ti ni misisi yingani?,none
lmsys-92,ts,Xana kambirhi ku phindha kanharhu swi ringana na mune?,none
lmsys-93,ts,"Loko a ndzi ri na maapula mambirhi ndzi dya banana yin’we, xana a ndzi ta va ndzi sele maapula mangani?",none
lmsys-94,ts,Hi rihi tiva lerikulu swinene emisaveni?,none
lmsys-95,ts,"Hi yihi nomboro leyi landzelaka eka ntlhandlamano lowu sungulaka hi 1, 4, 9, 16, 25?",none
lmsys-96,ts,Xana switluka swi ni muvala wihi?,none
lmsys-97,ts,Xana 5 * 5 + 5 i yini?,none
lmsys-98,ts,Xana i yini swimbirhi plus ntlhanu?,none
lmsys-99,ts,Xana lamula i yini?,none
lmsys-100,ts,"Xana xikarhi xa yin’we, yinharhu, nkombo, mune na timbirhi i yini?",none
gpt-1,mt,X'inhi l-formula kimika għall-ilma?,chemistry
gpt-2,mt,X'inhu l-punt tat-togħlija tal-ilma fil-livell tal-baħar?,chemistry
gpt-3,mt,X'inhuma t-tliet stati tal-materja?,chemistry
gpt-4,mt,X'jiġri mill-ilma meta jiksaħ biżżejjed?,chemistry
gpt-5,mt,X'inhi l-iżgħar unità tal-materja?,chemistry
gpt-6,mt,Liema gass nieħdu n-nifs biex nibqgħu ħajjin?,chemistry
gpt-7,mt,X'inhu l-proċess fejn likwidu jinbidel f'gass taħt il-punt tat-togħlija tiegħu?,chemistry
gpt-8,mt,X'inhu l-isem tal-partiċelli li jiffurmaw in-nukleu ta' atomu?,chemistry
gpt-9,mt,X'sejħilha l-bidla ta' likwidu f'solidu?,chemistry
gpt-10,mt,X'inhi l-formula kimika għall-ossiġnu?,chemistry
gpt-11,mt,Kemm hemm kuluri fil-qawsalla?,physics
gpt-12,mt,X'inhi l-forza li tiġbed l-oġġetti lejn id-Dinja?,physics
gpt-13,mt,X'inhi l-aktar sustanza naturali iebsa fid-Dinja?,physics
gpt-14,mt,Għaliex is-silġ float fuq l-ilma?,physics
gpt-15,mt,Għaliex ballun li jdur fuq l-art eventwalment jieqaf jiċċaqlaq?,physics
gpt-16,mt,X'inhu t-terminu għall-liwi tad-dawl hekk kif jgħaddi mill-ilma jew mill-ħġieġ?,physics
gpt-17,mt,Għaliex bużżieqa tal-elju titla 'fl-arja?,physics
gpt-18,mt,Għaliex rix taqa’ aktar bil-mod minn blat meta jitwaqqa’?,physics
gpt-19,mt,X'inhu l-isem tal-forza inviżibbli li tagħmel kalamita tattira ċerti oġġetti?,physics
gpt-20,mt,Għaliex naraw is-sajjetti qabel ma nisimgħu r-ragħad waqt maltempata?,physics
gpt-21,mt,X'jisimha l-eqreb stilla tad-Dinja?,astronomy
gpt-22,mt,X'inhu sena dawl?,astronomy
gpt-23,mt,Kemm għandha d-dinja qmar?,astronomy
gpt-24,mt,X'inhi l-akbar pjaneta fis-sistema solari tagħna?,astronomy
gpt-25,mt,X'jissejjaħ grupp ta' pjaneti li jorbitaw madwar stilla?,astronomy
gpt-26,mt,Għaliex ix-Xemx tidher li titla’ fil-lvant u tinżel fil-punent?,astronomy
gpt-27,mt,X'inhi toqba sewda?,astronomy
gpt-28,mt,X'inhi galaxie?,astronomy
gpt-29,mt,X'inhi kometa?,astronomy
gpt-30,mt,X'inhi l-akbar stilla fis-sistema solari tagħna?,astronomy
gpt-31,mt,Min kien l-ewwel Imperatur taċ-Ċina?,history
gpt-32,mt,Liema belt kienet l-ewwel kapitali tal-Istati Uniti?,history
gpt-33,mt,F'liema sena l-Istati Uniti ddikjaraw l-indipendenza tagħha?,history
gpt-34,mt,F'liema sena l-bniedem niżel għall-ewwel darba fuq il-qamar?,history
gpt-35,mt,Liema imperu kien l-akbar imperu tal-art kontigwi fl-istorja?,history
gpt-36,mt,Liema struttura Eġizzjana antika hija magħrufa għall-forma trijangolari tagħha?,history
gpt-37,mt,Min kien il-Prim Ministru tal-Gran Brittanja matul il-biċċa l-kbira tat-Tieni Gwerra Dinjija?,history
gpt-38,mt,F'liema sena għereq it-Titanic?,history
gpt-39,mt,Min kien l-ewwel President iswed tal-Afrika t'Isfel?,history
gpt-40,mt,Liema sena saret ir-Rivoluzzjoni Russa?,history
gpt-41,mt,X'inhi s-somma ta' għaxra u ħamsa?,maths
gpt-42,mt,Kemm hu sebgħa immultiplikat bi tlieta?,maths
gpt-43,mt,X'inhu l-għerq kwadru ta' sittax?,maths
gpt-44,mt,"Kieku naqqas tmienja minn ħmistax, x'kien ikun ir-riżultat?",maths
gpt-45,mt,X'inhu l-valur ta' għoxrin diviż b'erbgħa?,maths
gpt-46,mt,X'inhu l-prodott ta 'sitta u disgħa?,maths
gpt-47,mt,Kemm tieħu meta żżid tnax u tmintax?,maths
gpt-48,mt,X'inhu l-kwozjent meta taqsam tletin b'ħamsa?,maths
gpt-49,mt,"Jekk iżżid il-kwadru ta’ tlieta mal-kwadru ta’ erbgħa, x’inhu r-riżultat?",maths
gpt-50,mt,X'inhu l-bqija meta taqsam sbatax b'sebgħa?,maths
gpt-51,mt,Kemm hemm kontinenti?,geography
gpt-52,mt,Liema xmara hija l-itwal fid-dinja?,geography
gpt-53,mt,X'inhi l-ogħla muntanja fl-Amerika ta' Fuq?,geography
gpt-54,mt,Liema kontinent huwa l-akbar skond l-art?,geography
gpt-55,mt,X'inhu l-iżgħar kontinent skond l-art?,geography
gpt-56,mt,Liema pajjiż għandu l-itwal kosta?,geography
gpt-57,mt,Liema oċean jinsab fil-punent tal-Amerika t'Isfel?,geography
gpt-58,mt,X'inhi l-lingwa uffiċjali tal-Brażil?,geography
gpt-59,mt,X'inhi l-ogħla kaskata fid-dinja?,geography
gpt-60,mt,X'inhu l-akbar pajjiż fid-dinja skond l-art?,geography
gpt-61,mt,X'inhuma t-tliet kuluri primarji?,art
gpt-62,mt,X'inhu ritratt?,art
gpt-63,mt,Liema forma ta’ arti tuża kamera biex toħloq xogħol ta’ l-arti?,art
gpt-64,mt,X'inhuma l-materjali primarji użati fil-ħolqien ta 'skulturi?,art
gpt-65,mt,Min pinġa l-Mona Lisa?,art
gpt-66,mt,X'jissejjaħ l-arti tal-karta tat-tiwi?,art
gpt-67,mt,X'inhu collage?,art
gpt-68,mt,X'tikseb meta tħallat żebgħa ħamra u safra flimkien?,art
gpt-69,mt,X'jiġri meta tħallat żebgħa bajda ma 'kwalunkwe kulur ieħor?,art
gpt-70,mt,X'jiġri meta tħallat żebgħa sewda ma 'kwalunkwe kulur ieħor?,art
gpt-71,mt,"Fil-futbol, ​​liema parti tal-ġisem mhix permessa tmiss il-ballun, ħlief għall-goalkeeper?",sports
gpt-72,mt,"X'inhi logħba li tuża ballun tond u ċrieki, u l-plejers jiksbu punti billi jitfgħu l-ballun minn ġoċ-ċrieki?",sports
gpt-73,mt,X’sejħilha meta tolqot ballun tal-bowling u twaqqa’ l-brilli kollha?,sports
gpt-74,mt,X'inhu sport li jinvolvi tolqot ballun bil-bat u ġiri madwar bażijiet?,sports
gpt-75,mt,"Liema sport jinvolvi l-għawm, ir-rota, u l-ġiri f’tellieqa?",sports
gpt-76,mt,F'liema sport il-plejers jippruvaw jegħrqu ballun żgħir u abjad f'serje ta' toqob fuq korsa bl-inqas puplesiji?,sports
gpt-77,mt,"X'inhu sport li jinvolvi rkib tal-mewġ fuq bord, jipprova jqum bil-wieqfa u jibbilanċja?",sports
gpt-78,mt,X'inhu sport li jinvolvi gliding fuq is-silġ billi tuża xfafar li jaqtgħu mwaħħla maż-żraben tiegħek?,sports
gpt-79,mt,Liema sport jinvolvi li tiżżerżaq 'l isfel minn inklinazzjoni tas-silġ fuq par skis?,sports
gpt-80,mt,F'liema sport l-atleti jitfgħu ballun tal-metall tqil sa fejn jistgħu?,sports
gpt-81,mt,"Fil-mużika, kif insejħu s-simboli miktuba li jirrappreżentaw grawnds differenti?",music
gpt-82,mt,X'jismu grupp kbir ta' mużiċisti klassiċi li jdoqqu flimkien?,music
gpt-83,mt,"Fil-mużika, x’sejħulha l-għoli jew il-baxx ta’ ħoss?",music
gpt-84,mt,X'inhu terminu għal grupp ta' kantanti li jdoqqu flimkien?,music
gpt-85,mt,Kemm għandha kordi kitarra standard?,music
gpt-86,mt,"Fil-mużika, x'inhu t-terminu għall-veloċità ta 'kanzunetta?",music
gpt-87,mt,X'inhu eżempju ta' strument li inti daqqa biex tagħmel mużika?,music
gpt-88,mt,X'inhu strument li idoqq billi tolqtu bil-bsaten?,music
gpt-89,mt,X'inhu isem għal persuna li tikteb mużika?,music
gpt-90,mt,Liema kuluri huma ċ-ċwievet fuq pjanu standard?,music
gpt-91,mt,X'inhu l-akbar annimal tal-art?,animals
gpt-92,mt,X'jiġbru n-naħal mill-fjuri?,animals
gpt-93,mt,X'inhu l-aktar annimal tal-art?,animals
gpt-94,mt,Liema annimal huwa magħruf għall-ħotba tiegħu u jgħix fid-deżert?,animals
gpt-95,mt,X'inhu eżempju ta' għasfur li jista' jgħum iżda ma jistax itir?,animals
gpt-96,mt,Liema rettili huwa magħruf li jibdel il-kulur tal-ġilda tiegħu biex jitħallat mal-madwar?,animals
gpt-97,mt,Liema annimal għandu għonq twil ħafna u huwa magħruf li jilħaq weraq għoli fuq is-siġar?,animals
gpt-98,mt,Liema għasfur huwa magħruf għar-rix ikkulurit tiegħu u l-kapaċità tiegħu li jimita ħsejjes umani?,animals
gpt-99,mt,Liema mammiferu żgħir u bil-lejl huwa magħruf li jiddendel rasu 'l isfel fis-siġar?,animals
gpt-100,mt,X'inhu l-akbar qattus kbir u huwa magħruf għall-istrixxi suwed u oranġjo distintivi tiegħu?,animals
lmsys-1,mt,Min kien l-ewwel president tal-Brażil?,none
lmsys-2,mt,X'inhi l-kapitali ta' Franza?,none
lmsys-3,mt,X'jiżen aktar: żewġ liri rix jew lira briks?,none
lmsys-4,mt,Min kien il-President tal-Istati Uniti fl-2013?,none
lmsys-5,mt,"Jekk it-tarf ta' segment tal-linja huma (2, -2) u (10, -2), x'inhu t-tul tas-segment?",none
lmsys-6,mt,X'inhi l-kapitali tat-Tanżanija?,none
lmsys-7,mt,X'inhu tnejn u tnejn?,none
lmsys-8,mt,X'inhu l-għerq kwadru ta' 121?,none
lmsys-9,mt,X'inhi banana?,none
lmsys-10,mt,X'inhu tlieta għall-qawwa ta 'ħamsa?,none
lmsys-11,mt,"Hemm għaxar għasafar fuq siġra. Jekk wieħed itir, kemm fadal fuq is-siġra?",none
lmsys-12,mt,Kemm hemm pjaneti fis-sistema solari?,none
lmsys-13,mt,X'inhi l-ogħla muntanja fil-Ġappun?,none
lmsys-14,mt,"Kieku kont f’tellieqa u tgħaddi lill-persuna fit-tieni post, f’liema post kont tkun issa?",none
lmsys-15,mt,Il-qtates għandhom denk?,none
lmsys-16,mt,X'kulur huwa s-sema?,none
lmsys-17,mt,Min kien l-ewwel bniedem fuq il-qamar?,none
lmsys-18,mt,Jekk x+y = 8 u (x/2) = 3 allura x'inhuma l-valuri għal x u y?,none
lmsys-19,mt,X'inhu ħmistax għall-qawwa ta 'tnejn?,none
lmsys-20,mt,X'inhi l-kapitali tal-Ġermanja?,none
lmsys-21,mt,X'kulur hija karozza ħadra?,none
lmsys-22,mt,Min kien l-ewwel Prim Ministru tal-Indja?,none
lmsys-23,mt,Liema annimal jista 'jiġri aktar malajr: fekruna jew fenek?,none
lmsys-24,mt,X'inhu s-sine ta '180 grad?,none
lmsys-25,mt,"Fl-2020, liema pajjiż kellu l-akbar popolazzjoni?",none
lmsys-26,mt,Kemm hu twil it-Torri Eiffel?,none
lmsys-27,mt,X'inhu kelb?,none
lmsys-28,mt,"Jekk karozza tivvjaġġa 120 mil f'sagħtejn, x'inhi l-veloċità medja tagħha f'mili fis-siegħa?",none
lmsys-29,mt,X'inhu wieħed u tnejn nieqes tlieta u erbgħa nieqes ħamsa?,none
lmsys-30,mt,X'inhi l-kapitali tal-Indja?,none
lmsys-31,mt,X'inhuma l-ewwel seba' numri primi?,none
lmsys-32,mt,X'inhu tuffieħ?,none
lmsys-33,mt,Kemm għandu saqajn tiġieġ?,none
lmsys-34,mt,X'inhi l-kapitali tal-Brażil?,none
lmsys-35,mt,X'inhu l-għerq kwadru ta' tnejn?,none
lmsys-36,mt,Min kien il-prim ministru tal-Awstralja fl-2017?,none
lmsys-37,mt,Liema tim rebaħ it-Tazza tad-Dinja tal-Futbol fl-2018?,none
lmsys-38,mt,X'inhu wieħed flimkien ma' wieħed?,none
lmsys-39,mt,Min kien il-president tal-Polonja fl-2016?,none
lmsys-40,mt,Min kien l-ewwel president tal-Istati Uniti?,none
lmsys-41,mt,Ħamsa huwa numru prim?,none
lmsys-42,mt,"Jekk illum it-Tlieta, liema jum huwa wara għada?",none
lmsys-43,mt,"Jekk bidwi għandu sbatax-il nagħġa u jmutu kollha ħlief disgħa, kemm fadal?",none
lmsys-44,mt,"Jekk 2x+1=x, x'inhu x?",none
lmsys-45,mt,Fejn hi Pariġi fl-Ewropa?,none
lmsys-46,mt,X'inhi s-soluzzjoni għal 2x+1 = 0?,none
lmsys-47,mt,X'hemm disgħa u għaxra?,none
lmsys-48,mt,"Liema numru huwa l-akbar: għoxrin, erbgħa u tletin jew wieħed u tletin?",none
lmsys-49,mt,X'inhi l-kapitali taċ-Ċina?,none
lmsys-50,mt,Kemm għandu kordi vjolin standard?,none
lmsys-51,mt,X'inhi s-soluzzjoni ta' (3/2)*x + 1 = 0?,none
lmsys-52,mt,X'inhi s-somma tan-numri kollha minn ħamsa sa għaxra?,none
lmsys-53,mt,"Jekk inħallat żebgħa ħamra u blu flimkien u mbagħad inpinġi l-ħajt tiegħi, x’se jkun il-kulur tal-ħajt tiegħi?",none
lmsys-54,mt,Liema huwa itqal: kilogramma ta 'ħadid jew kilogramma ta' qoton?,none
lmsys-55,mt,X'inhu l-għerq kwadru ta' mija?,none
lmsys-56,mt,X'inhu tliet darbiet sebgħa?,none
lmsys-57,mt,Min kien il-president ta’ Franza fl-2013?,none
lmsys-58,mt,X'inhu 3+3*5?,none
lmsys-59,mt,Is-sena 2000 kienet sena biżestili?,none
lmsys-60,mt,X'inhi l-ħames pjaneta mix-xemx fis-sistema solari tagħna?,none
lmsys-61,mt,X'inhu qattus?,none
lmsys-62,mt,Id-dinja hija ċatta?,none
lmsys-63,mt,X'inhi l-ogħla muntanja fid-dinja?,none
lmsys-64,mt,"Jekk x + y = 10 u x - y = 2, x'inhuma x u y?",none
lmsys-65,mt,X'inhu iljun?,none
lmsys-66,mt,X'tip ta' kulur niġi billi nħallat isfar u blu?,none
lmsys-67,mt,X'jieklu l-ġrieden?,none
lmsys-68,mt,X'inhu l-valur ta' x jekk 5x + 3 = 23?,none
lmsys-69,mt,X'inhu l-għerq kwadru ta' 144 għall-eqreb numru sħiħ?,none
lmsys-70,mt,Liema żewġ pajjiżi fl-Amerika t'Isfel ma jaqsmux fruntiera mal-Brażil?,none
lmsys-71,mt,X'inhu żiemel?,none
lmsys-72,mt,X'inhu l-akbar oċean fid-dinja?,none
lmsys-73,mt,X'inhi Llama?,none
lmsys-74,mt,X'inhu l-akbar annimal fid-dinja?,none
lmsys-75,mt,X'inhi l-kapitali tal-Iżvezja?,none
lmsys-76,mt,Il-vegans jieklu ħut?,none
lmsys-77,mt,X'inhu l-akbar: ix-xemx jew il-qamar?,none
lmsys-78,mt,X'inhu 2 + 2 * 3?,none
lmsys-79,mt,X'inhu l-kulur ta 'żiemel abjad?,none
lmsys-80,mt,X'inhi l-kapitali tal-Italja?,none
lmsys-81,mt,X'inhi l-kapitali tal-Olanda?,none
lmsys-82,mt,Jistgħu jtiru l-pingwini?,none
lmsys-83,mt,Kemm hemm kwadri suwed fuq bord taċ-ċess?,none
lmsys-84,mt,"Jekk 2x + 5 = 15, x'inhu x?",none
lmsys-85,mt,X'inhi l-kapitali tal-Awstralja?,none
lmsys-86,mt,X'inhi t-tieni pjaneta mix-xemx fis-sistema solari tagħna?,none
lmsys-87,mt,Kemm għandhom saqajn żewġ bnedmin u ħames qtates b’kollox?,none
lmsys-88,mt,F'liema belt jinsab it-Torri Eiffel?,none
lmsys-89,mt,Sebgħa u għoxrin huwa numru prim?,none
lmsys-90,mt,Min kien President tal-Istati Uniti fl-1955?,none
lmsys-91,mt,Kemm għandhom dnub klieb normali?,none
lmsys-92,mt,Darbtejn tlieta ugwali erbgħa?,none
lmsys-93,mt,"Kieku kelli żewġ tuffieħ u niekol banana waħda, kemm kont fadal tuffieħ?",none
lmsys-94,mt,X'inhu l-akbar lag fid-dinja?,none
lmsys-95,mt,"X'inhu n-numru li jmiss fis-sekwenza li tibda 1, 4, 9, 16, 25?",none
lmsys-96,mt,X'kulur huwa l-frawli?,none
lmsys-97,mt,X'inhu 5 * 5 + 5?,none
lmsys-98,mt,X'hemm tnejn u ħamsa?,none
lmsys-99,mt,X'inhi lumi?,none
lmsys-100,mt,"X'inhu l-medjan ta' wieħed, tlieta, sebgħa, erba' u tnejn?",none
gpt-1,sr,Која је хемијска формула за воду?,chemistry
gpt-2,sr,Која је тачка кључања воде на нивоу мора?,chemistry
gpt-3,sr,Која су три стања материје?,chemistry
gpt-4,sr,Шта се дешава са водом када се довољно охлади?,chemistry
gpt-5,sr,Која је најмања јединица материје?,chemistry
gpt-6,sr,Који гас удишемо да бисмо остали живи?,chemistry
gpt-7,sr,Који је процес где течност прелази у гас испод тачке кључања?,chemistry
gpt-8,sr,Како се зову честице које чине језгро атома?,chemistry
gpt-9,sr,Како називате промену течности у чврсто?,chemistry
gpt-10,sr,Која је хемијска формула за кисеоник?,chemistry
gpt-11,sr,Колико је боја у дуги?,physics
gpt-12,sr,Која је сила која вуче предмете ка Земљи?,physics
gpt-13,sr,Која је најтежа природна супстанца на Земљи?,physics
gpt-14,sr,Зашто лед плута на води?,physics
gpt-15,sr,Зашто лопта која се котрља по земљи на крају престане да се креће?,physics
gpt-16,sr,Који је термин за савијање светлости док пролази кроз воду или стакло?,physics
gpt-17,sr,Зашто се балон са хелијумом диже у ваздух?,physics
gpt-18,sr,Зашто перо пада спорије од камена када се испусти?,physics
gpt-19,sr,Како се зове невидљива сила због које магнет привлачи одређене предмете?,physics
gpt-20,sr,Зашто видимо муње пре него што чујемо грмљавину током олује?,physics
gpt-21,sr,Како се зове звезда најближа Земљи?,astronomy
gpt-22,sr,Шта је светлосна година?,astronomy
gpt-23,sr,Колико месеци има Земља?,astronomy
gpt-24,sr,Која је највећа планета у нашем соларном систему?,astronomy
gpt-25,sr,Како се зове група планета које круже око звезде?,astronomy
gpt-26,sr,Зашто изгледа да Сунце излази на истоку и залази на западу?,astronomy
gpt-27,sr,Шта је црна рупа?,astronomy
gpt-28,sr,Шта је галаксија?,astronomy
gpt-29,sr,Шта је комета?,astronomy
